location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours
West Union,ADAMS,US,o3,0.029,2019-05-23 13:00:00+00:00,ppm,AirNow,38.79471,-83.53399,1.0
West Union,ADAMS,US,pm25,13.1,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.79471,-83.53399,1.0
West Union,ADAMS,US,so2,0.0,2019-05-23 13:00:00+00:00,ppm,AirNow,38.79471,-83.53399,1.0
Echo Summit (seasona,Sacramento--Arden-Arcade--Roseville,US,o3,0.043,2018-10-12 19:00:00+00:00,ppm,AirNow,38.81161,-120.0331,1.0
PG Equestrian Center,Washington-Arlington-Alexandria,US,o3,0.035,2019-05-21 15:00:00+00:00,ppm,AirNow,38.81207,-76.74419,1.0
EBAM8 - Broadway W,PROXY SITE - CA - CONSTANT,US,pm25,10.0,2018-11-03 20:00:00+00:00,µg/m³,AirNow,38.8303,-122.722,1.0
Colorado Springs - H,Colorado Springs,US,co,0.1,2019-05-22 07:00:00+00:00,ppm,AirNow,38.830894,-104.83924,1.0
Colorado Springs - H,Colorado Springs,US,so2,0.0,2019-05-22 06:00:00+00:00,ppm,AirNow,38.830894,-104.83924,1.0
Heritage Park,Kansas City,US,o3,0.015,2019-05-23 13:00:00+00:00,ppm,AirNow,38.8386,-94.7464,1.0
Heritage Park,Kansas City,US,pm25,2.8,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.8386,-94.7464,1.0
Colorado College,Colorado Springs,US,pm25,1.5,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.848,-104.8286,1.0
Manitou Springs,Colorado Springs,US,o3,0.033,2019-05-23 13:00:00+00:00,ppm,AirNow,38.853096,-104.90128,1.0
JAMES S. LONG PARK,Washington-Arlington-Alexandria,US,no2,0.004,2019-05-23 13:00:00+00:00,ppm,AirNow,38.8553,-77.6356,1.0
JAMES S. LONG PARK,Washington-Arlington-Alexandria,US,o3,0.033,2019-05-23 13:00:00+00:00,ppm,AirNow,38.8553,-77.6356,1.0
AURORA HILLS,Washington-Arlington-Alexandria,US,co,0.4,2019-05-23 13:00:00+00:00,ppm,AirNow,38.8594,-77.0589,1.0
AURORA HILLS,Washington-Arlington-Alexandria,US,no2,0.004,2019-05-23 13:00:00+00:00,ppm,AirNow,38.8594,-77.0589,1.0
AURORA HILLS,Washington-Arlington-Alexandria,US,o3,0.035,2019-05-23 13:00:00+00:00,ppm,AirNow,38.8594,-77.0589,1.0
WOOD_WTP,St. Louis,US,o3,0.02,2019-05-23 13:00:00+00:00,ppm,AirNow,38.8606,-90.1058,1.0
Alhambra,St. Louis,US,o3,0.03,2019-05-23 11:00:00+00:00,ppm,AirNow,38.869,-89.6228,1.0
WEST ALTON,St. Louis,US,o3,0.032,2019-05-22 15:00:00+00:00,ppm,AirNow,38.8725,-90.22639,1.0
King Greenleaf Rec C,Washington-Arlington-Alexandria,US,pm25,12.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.87516,-77.01282,1.0
Ohio Drive,Washington-Arlington-Alexandria,US,pm25,18.0,2017-07-11 10:00:00+00:00,µg/m³,AirNow,38.87605,-77.03313,1.0
Paonia,DELTA,US,no2,0.005,2019-05-23 13:00:00+00:00,ppm,AirNow,38.8763,-107.6022,1.0
Paonia,DELTA,US,o3,0.016,2019-05-23 13:00:00+00:00,ppm,AirNow,38.8763,-107.6022,1.0
Paonia,DELTA,US,pm10,9.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.8763,-107.6022,1.0
Paonia,DELTA,US,pm25,5.2,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.8763,-107.6022,1.0
Cedar Creek,GILMER,US,o3,0.035,2019-05-23 13:00:00+00:00,ppm,AirNow,38.8795,-80.8477,1.0
ALTON,St. Louis,US,o3,0.012,2019-05-23 13:00:00+00:00,ppm,AirNow,38.8903,-90.1481,1.0
Cool (Seasonal),Sacramento--Arden-Arcade--Roseville,US,o3,0.017,2019-05-23 13:00:00+00:00,ppm,AirNow,38.89094,-121.00337,1.0
DCNearRoad,Washington-Arlington-Alexandria,US,co,0.26,2019-05-23 13:00:00+00:00,ppm,AirNow,38.89475,-76.95343,1.0
DCNearRoad,Washington-Arlington-Alexandria,US,no2,0.011,2019-05-23 13:00:00+00:00,ppm,AirNow,38.89475,-76.95343,1.0
DCNearRoad,Washington-Arlington-Alexandria,US,pm25,3.0,2019-05-23 10:00:00+00:00,µg/m³,AirNow,38.89475,-76.95343,1.0
RIVER_Terrace,Washington-Arlington-Alexandria,US,co,1.59,2017-01-10 14:00:00+00:00,ppm,AirNow,38.895683,-76.95809,1.0
RIVER_Terrace,Washington-Arlington-Alexandria,US,no2,0.004,2019-05-23 13:00:00+00:00,ppm,AirNow,38.895683,-76.95809,1.0
RIVER_Terrace,Washington-Arlington-Alexandria,US,o3,0.033,2019-05-23 13:00:00+00:00,ppm,AirNow,38.895683,-76.95809,1.0
RIVER_Terrace,Washington-Arlington-Alexandria,US,pm25,11.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.895683,-76.95809,1.0
RIVER_Terrace,Washington-Arlington-Alexandria,US,so2,0.0,2019-05-23 13:00:00+00:00,ppm,AirNow,38.895683,-76.95809,1.0
Ranchos,DOUGLAS,US,pm25,0.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.89761,-119.7321,1.0
Orchard Farm,St. Louis,US,o3,0.025,2019-05-23 14:00:00+00:00,ppm,AirNow,38.8994,-90.44917,1.0
Davidsonville,Baltimore-Towson,US,o3,0.035,2016-03-25 12:00:00+00:00,ppm,AirNow,38.9025,-76.6531,1.0
VERIZON,WASHINGTON,US,co,0.59,2017-01-05 15:00:00+00:00,ppm,AirNow,38.903824,-77.04613,1.0
EBAM6 - Konocti Elem,PROXY SITE - CA - CONSTANT,US,pm25,-4.0,2019-01-06 21:00:00+00:00,µg/m³,AirNow,38.91661,-122.6084,1.0
EASTBND,Cincinnati-Middletown,US,o3,0.004,2019-05-23 10:00:00+00:00,ppm,AirNow,38.9181,-84.8528,1.0
Brownstown,Seymour,US,o3,0.036,2019-05-23 13:00:00+00:00,ppm,AirNow,38.920834,-86.08052,1.0
McMillan Reservoir,Washington-Arlington-Alexandria,US,bc,0.89,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.92185,-77.013176,1.0
McMillan NCORE,WASHINGTON,US,no2,0.009,2019-05-23 13:00:00+00:00,ppm,AirNow,38.92185,-77.013176,1.0
McMillan NCORE,WASHINGTON,US,o3,0.036,2019-05-23 13:00:00+00:00,ppm,AirNow,38.92185,-77.013176,1.0
McMillan NCORE,WASHINGTON,US,pm10,47.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.92185,-77.013176,1.0
McMillan Reservoir,Washington-Arlington-Alexandria,US,pm25,11.0,2019-05-23 14:00:00+00:00,µg/m³,AirNow,38.92185,-77.013176,1.0
McMillan NCORE,WASHINGTON,US,so2,0.002,2019-05-23 13:00:00+00:00,ppm,AirNow,38.92185,-77.013176,1.0
Auburn,Sacramento--Arden-Arcade--Roseville,US,o3,0.012,2019-05-23 13:00:00+00:00,ppm,AirNow,38.9378,-121.1039,1.0
Auburn,Sacramento--Arden-Arcade--Roseville,US,pm25,4.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.9378,-121.1039,1.0
South Lake Tahoe - S,Sacramento--Arden-Arcade--Roseville,US,pm10,2.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.94498,-119.97061,1.0
Cheshire,GALLIA,US,so2,0.002,2019-05-23 13:00:00+00:00,ppm,AirNow,38.949978,-82.1101,1.0
Gothic,GUNNISON,US,o3,0.048,2019-05-23 13:00:00+00:00,ppm,AirNow,38.9564,-106.9858,1.0
Colorado Springs - U,Colorado Springs,US,o3,0.035,2019-05-23 04:00:00+00:00,ppm,AirNow,38.9583,-104.8167,1.0
TakomaRec,WASHINGTON,US,no2,0.01,2019-05-23 13:00:00+00:00,ppm,AirNow,38.9701,-77.016716,1.0
TakomaRec,WASHINGTON,US,o3,0.032,2019-05-23 13:00:00+00:00,ppm,AirNow,38.9701,-77.016716,1.0
KILLENS,Dover,US,o3,0.037,2019-05-23 13:00:00+00:00,ppm,AirNow,38.9847,-75.5556,1.0
KILLENS,Dover,US,pm25,3.1,2019-05-23 13:00:00+00:00,µg/m³,AirNow,38.9847,-75.5556,1.0
Plummer,Bloomington,US,o3,0.038,2019-05-23 13:00:00+00:00,ppm,AirNow,38.9856,-86.99,1.0
Great Basin NP,WHITE PINE,US,o3,0.05,2019-05-23 13:00:00+00:00,ppm,AirNow,39.0053,-114.2158,1.0
Cortina Rancheria,COLUSA,US,pm25,0.1,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.015,-122.28611,1.0
NKU,Cincinnati-Middletown,US,o3,0.035,2019-05-23 13:00:00+00:00,ppm,AirNow,39.0217,-84.4744,1.0
NKU,Cincinnati-Middletown,US,pm25,7.2,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.0217,-84.4744,1.0
KNI-Topeka,Topeka,US,o3,0.01,2019-05-23 13:00:00+00:00,ppm,AirNow,39.0242,-95.7114,1.0
KNI-Topeka,Topeka,US,pm10,10.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.0242,-95.7114,1.0
KNI-Topeka,Topeka,US,pm25,4.1,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.0242,-95.7114,1.0
ASHBURN,Washington-Arlington-Alexandria,US,no2,0.005,2019-05-23 13:00:00+00:00,ppm,AirNow,39.0244,-77.49,1.0
ASHBURN,Washington-Arlington-Alexandria,US,o3,0.031,2019-05-23 13:00:00+00:00,ppm,AirNow,39.0244,-77.49,1.0
Beltsville,Washington-Arlington-Alexandria,US,o3,0.039,2019-05-23 13:00:00+00:00,ppm,AirNow,39.0284,-76.8172,1.0
Beltsville,Washington-Arlington-Alexandria,US,so2,0.0,2017-05-26 04:00:00+00:00,ppm,AirNow,39.0284,-76.8172,1.0
Pomeroy,MEIGS,US,so2,0.0,2016-07-07 16:00:00+00:00,ppm,AirNow,39.0385,-82.0456,1.0
Foley,St. Louis,US,o3,0.046,2016-11-07 19:00:00+00:00,ppm,AirNow,39.04505,-90.86632,1.0
Foley West,LINCOLN,US,o3,0.031,2019-05-23 14:00:00+00:00,ppm,AirNow,39.045856,-90.84919,1.0
Blue Ridge I-70,Kansas City,US,co,0.17,2019-05-23 14:00:00+00:00,ppm,AirNow,39.047913,-94.450516,1.0
Blue Ridge I-70,Kansas City,US,no2,0.004,2019-05-23 14:00:00+00:00,ppm,AirNow,39.047913,-94.450516,1.0
Blue Ridge I-70,Kansas City,US,pm25,14.0,2019-05-23 14:00:00+00:00,µg/m³,AirNow,39.047913,-94.450516,1.0
HU-Beltsville,Washington-Arlington-Alexandria,US,bc,0.2,2019-05-21 11:00:00+00:00,µg/m³,AirNow,39.0553,-76.8783,1.0
HU-Beltsville,Washington-Arlington-Alexandria,US,co,0.21,2019-05-21 10:00:00+00:00,ppm,AirNow,39.0553,-76.8783,1.0
HU-Beltsville,Washington-Arlington-Alexandria,US,no2,0.001,2019-05-21 15:00:00+00:00,ppm,AirNow,39.0553,-76.8783,1.0
HU-Beltsville,Washington-Arlington-Alexandria,US,o3,0.032,2019-05-21 15:00:00+00:00,ppm,AirNow,39.0553,-76.8783,1.0
HU-Beltsville,Washington-Arlington-Alexandria,US,pm25,7.0,2019-05-21 11:00:00+00:00,µg/m³,AirNow,39.0553,-76.8783,1.0
HU-Beltsville,Washington-Arlington-Alexandria,US,so2,0.0,2019-05-21 11:00:00+00:00,ppm,AirNow,39.0553,-76.8783,1.0
YPT Campbell Ranch,LYON,US,pm10,64.0,2016-04-21 14:00:00+00:00,µg/m³,AirNow,39.063034,-119.2044,1.0
Grand Junction - Pit,Grand Junction,US,co,0.3,2019-05-15 18:00:00+00:00,ppm,AirNow,39.0636,-108.5611,1.0
Grand Junction - Pow,Grand Junction,US,pm10,5.0,2017-05-15 19:00:00+00:00,µg/m³,AirNow,39.0636,-108.5611,1.0
Grand Junction - Pow,Grand Junction,US,pm25,2.4,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.0636,-108.5611,1.0
EFFINGHM,Effingham,US,o3,0.026,2019-05-23 13:00:00+00:00,ppm,AirNow,39.0667,-88.5483,1.0
FGRLAKES,Columbia,US,o3,0.021,2019-05-23 14:00:00+00:00,ppm,AirNow,39.07803,-92.31632,1.0
Batavia,Cincinnati-Middletown,US,o3,0.041,2019-05-23 13:00:00+00:00,ppm,AirNow,39.0828,-84.1441,1.0
Batavia,Cincinnati-Middletown,US,pm25,11.7,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.0828,-84.1441,1.0
Parsons,TUCKER,US,o3,0.026,2019-05-22 02:00:00+00:00,ppm,AirNow,39.0905,-79.6617,1.0
Colfax,Sacramento--Arden-Arcade--Roseville,US,o3,0.016,2019-05-23 13:00:00+00:00,ppm,AirNow,39.1003,-120.9528,1.0
Colfax,Sacramento--Arden-Arcade--Roseville,US,pm25,-1.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.1003,-120.9528,1.0
Troost,Kansas City,US,no2,0.015,2019-05-23 14:00:00+00:00,ppm,AirNow,39.10465,-94.57055,1.0
Troost,Kansas City,US,pm10,15.0,2019-02-06 13:00:00+00:00,µg/m³,AirNow,39.10465,-94.57055,1.0
Troost,Kansas City,US,pm25,4.2,2019-05-23 14:00:00+00:00,µg/m³,AirNow,39.10465,-94.57055,1.0
Troost,Kansas City,US,so2,0.001,2019-05-23 14:00:00+00:00,ppm,AirNow,39.10465,-94.57055,1.0
JERSEYVL,St. Louis,US,o3,0.026,2019-05-23 11:00:00+00:00,ppm,AirNow,39.1097,-90.3286,1.0
JERSEYVL,St. Louis,US,pm25,7.9,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.1097,-90.3286,1.0
Downs Park,ANNE ARUNDEL,US,o3,0.021,2018-08-29 12:00:00+00:00,ppm,AirNow,39.10995,-76.433075,1.0
Rockville,Washington-Arlington-Alexandria,US,o3,0.033,2019-05-21 15:00:00+00:00,ppm,AirNow,39.1144,-77.1069,1.0
Rockville,Washington-Arlington-Alexandria,US,pm25,-2.0,2019-05-21 11:00:00+00:00,µg/m³,AirNow,39.1144,-77.1069,1.0
WY/KC,Kansas City,US,no2,0.011,2019-05-23 13:00:00+00:00,ppm,AirNow,39.1175,-94.6356,1.0
WY/KC,Kansas City,US,o3,0.009,2019-05-23 13:00:00+00:00,ppm,AirNow,39.1175,-94.6356,1.0
WY/KC,Kansas City,US,pm10,16.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.1175,-94.6356,1.0
WY/KC,Kansas City,US,pm25,6.1,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.1175,-94.6356,1.0
WY/KC,Kansas City,US,so2,0.001,2019-05-23 13:00:00+00:00,ppm,AirNow,39.1175,-94.6356,1.0
Taft,Cincinnati-Middletown,US,co,0.15,2019-05-23 13:00:00+00:00,ppm,AirNow,39.12886,-84.50404,1.0
Taft,Cincinnati-Middletown,US,no2,0.007,2019-05-23 13:00:00+00:00,ppm,AirNow,39.12886,-84.50404,1.0
Taft,Cincinnati-Middletown,US,o3,0.037,2019-05-23 13:00:00+00:00,ppm,AirNow,39.12886,-84.50404,1.0
Taft,Cincinnati-Middletown,US,pm10,17.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.12886,-84.50404,1.0
Taft,Cincinnati-Middletown,US,pm25,9.8,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.12886,-84.50404,1.0
Taft,Cincinnati-Middletown,US,so2,0.0,2019-05-23 13:00:00+00:00,ppm,AirNow,39.12886,-84.50404,1.0
Palisade Ozone,Grand Junction,US,o3,0.044,2019-05-23 13:00:00+00:00,ppm,AirNow,39.1306,-108.3139,1.0
Front Street,Kansas City,US,pm10,20.0,2019-05-23 14:00:00+00:00,µg/m³,AirNow,39.13198,-94.53128,1.0
Yuba City,Yuba City,US,no2,0.003,2019-05-23 13:00:00+00:00,ppm,AirNow,39.13868,-121.61884,1.0
Yuba City,Yuba City,US,o3,0.022,2019-05-23 13:00:00+00:00,ppm,AirNow,39.13868,-121.61884,1.0
Yuba City,Yuba City,US,pm10,7.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.13868,-121.61884,1.0
Yuba City,Yuba City,US,pm25,8.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.13868,-121.61884,1.0
Howard County Near R,HOWARD,US,bc,0.5,2019-05-21 11:00:00+00:00,µg/m³,AirNow,39.143196,-76.84619,1.0
Howard County Near R,HOWARD,US,co,0.17,2019-05-21 11:00:00+00:00,ppm,AirNow,39.143196,-76.84619,1.0
Howard County Near R,HOWARD,US,no2,0.006,2019-05-21 15:00:00+00:00,ppm,AirNow,39.143196,-76.84619,1.0
Howard County Near R,HOWARD,US,pm25,2.0,2019-05-21 11:00:00+00:00,µg/m³,AirNow,39.143196,-76.84619,1.0
CC_Armory,CARSON CITY,US,o3,0.023,2019-05-23 13:00:00+00:00,ppm,AirNow,39.144802,-119.76641,1.0
CC_Armory,CARSON CITY,US,pm25,1.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.144802,-119.76641,1.0
Ukiah District Offic,Ukiah,US,o3,0.007,2019-05-23 13:00:00+00:00,ppm,AirNow,39.145733,-123.202995,1.0
Cincinnati Near Road,Cincinnati-Middletown,US,co,0.24,2019-05-23 11:00:00+00:00,ppm,AirNow,39.146027,-84.538376,1.0
Cincinnati Near Road,Cincinnati-Middletown,US,no2,0.032,2019-05-23 11:00:00+00:00,ppm,AirNow,39.146027,-84.538376,1.0
Cincinnati Near Road,Cincinnati-Middletown,US,pm25,16.8,2019-05-23 11:00:00+00:00,µg/m³,AirNow,39.146027,-84.538376,1.0
Ukiah Library,MENDOCINO,US,pm25,2.0,2019-05-23 11:00:00+00:00,µg/m³,AirNow,39.15048,-123.20653,1.0
Riviera Beach,Baltimore-Towson,US,so2,0.0,2019-05-11 04:00:00+00:00,ppm,AirNow,39.158882,-76.51137,1.0
Bloomington,Bloomington,US,pm25,0.0,2018-06-09 04:00:00+00:00,µg/m³,AirNow,39.15937,-86.504745,1.0
Tahoe City,PLACER,US,pm25,-3.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.166,-120.1488,1.0
Glen Burnie,Baltimore-Towson,US,o3,0.033,2019-05-21 11:00:00+00:00,ppm,AirNow,39.1694,-76.6281,1.0
Colusa - Sunrise Blv,COLUSA,US,o3,0.028,2019-05-23 13:00:00+00:00,ppm,AirNow,39.18919,-121.99887,1.0
Colusa - Sunrise Blv,COLUSA,US,pm10,12.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.18919,-121.99887,1.0
Colusa - Sunrise Blv,COLUSA,US,pm25,4.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.18919,-121.99887,1.0
Sutter Buttes (seaso,SUTTER,US,o3,0.032,2019-05-23 13:00:00+00:00,ppm,AirNow,39.20556,-121.82046,1.0
Colerain,Cincinnati-Middletown,US,o3,0.025,2019-05-23 13:00:00+00:00,ppm,AirNow,39.21494,-84.69086,1.0
Colerain,Cincinnati-Middletown,US,pm25,7.1,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.21494,-84.69086,1.0
Colerain,Cincinnati-Middletown,US,so2,0.001,2019-05-23 13:00:00+00:00,ppm,AirNow,39.21494,-84.69086,1.0
Grass Valley,Truckee-Grass Valley,US,o3,0.026,2019-05-23 13:00:00+00:00,ppm,AirNow,39.2344,-121.0556,1.0
Grass Valley,Truckee-Grass Valley,US,pm25,3.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.2344,-121.0556,1.0
Columbus - Rocky For,BARTHOLOMEW,US,pm25,4.1,2016-10-27 23:00:00+00:00,µg/m³,AirNow,39.237457,-85.891335,1.0
Fairplay,PARK,US,no2,0.002,2018-02-27 16:00:00+00:00,ppm,AirNow,39.2403,-105.9831,1.0
Fairplay,PARK,US,o3,0.04,2018-02-27 16:00:00+00:00,ppm,AirNow,39.2403,-105.9831,1.0
Fairplay,PARK,US,pm10,5.0,2018-02-27 16:00:00+00:00,µg/m³,AirNow,39.2403,-105.9831,1.0
Fairplay,PARK,US,pm25,9.8,2018-02-27 16:00:00+00:00,µg/m³,AirNow,39.2403,-105.9831,1.0
Incline,Reno-Sparks,US,o3,0.01,2019-05-23 13:00:00+00:00,ppm,AirNow,39.25044,-119.95674,1.0
Hart Miller Island,BALTIMORE,US,o3,0.004,2018-02-16 13:00:00+00:00,ppm,AirNow,39.2572,-76.3446,1.0
Helmsburg,BROWN,US,o3,0.032,2019-05-23 13:00:00+00:00,ppm,AirNow,39.263912,-86.29226,1.0
Sycamore,Cincinnati-Middletown,US,o3,0.02,2019-05-23 11:00:00+00:00,ppm,AirNow,39.2787,-84.36612,1.0
Sycamore,Cincinnati-Middletown,US,pm25,12.1,2019-05-23 11:00:00+00:00,µg/m³,AirNow,39.2787,-84.36612,1.0
BUTLER MANUF. CO NEA,Winchester,US,o3,0.032,2019-05-23 13:00:00+00:00,ppm,AirNow,39.2828,-78.0814,1.0
BUTLER MANUF. CO NEA,Winchester,US,pm25,17.4,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.2828,-78.0814,1.0
Hope,Columbus,US,no2,0.007,2017-01-03 11:00:00+00:00,ppm,AirNow,39.294323,-85.766846,1.0
Hope,Columbus,US,o3,0.045,2019-05-23 13:00:00+00:00,ppm,AirNow,39.294323,-85.766846,1.0
Hope,Columbus,US,pm25,3.5,2019-05-23 11:00:00+00:00,µg/m³,AirNow,39.294323,-85.766846,1.0
Hope,Columbus,US,so2,0.0,2017-01-03 11:00:00+00:00,ppm,AirNow,39.294323,-85.766846,1.0
Oldtown,Baltimore-Towson,US,no2,0.003,2019-05-21 15:00:00+00:00,ppm,AirNow,39.2981,-76.6047,1.0
Oldtown,Baltimore-Towson,US,pm25,12.0,2019-05-20 13:00:00+00:00,µg/m³,AirNow,39.2981,-76.6047,1.0
LIBERTY,Kansas City,US,o3,0.027,2019-05-23 14:00:00+00:00,ppm,AirNow,39.303055,-94.37639,1.0
LIBERTY,Kansas City,US,pm25,6.0,2019-05-23 12:00:00+00:00,µg/m³,AirNow,39.303055,-94.37639,1.0
Millington,KENT,US,o3,0.036,2019-05-21 15:00:00+00:00,ppm,AirNow,39.3052,-75.7972,1.0
Millington,KENT,US,pm25,0.0,2019-05-21 11:00:00+00:00,µg/m³,AirNow,39.3052,-75.7972,1.0
Athens Supersite,Athens,US,co,2.8,2016-08-11 14:00:00+00:00,ppm,AirNow,39.308,-82.1183,1.0
Athens Supersite,Athens,US,no2,0.001,2016-05-03 12:00:00+00:00,ppm,AirNow,39.308,-82.1183,1.0
Athens Supersite,Athens,US,o3,0.039,2016-07-01 12:00:00+00:00,ppm,AirNow,39.308,-82.1183,1.0
Athens Supersite,Athens,US,so2,0.0,2017-04-13 14:00:00+00:00,ppm,AirNow,39.308,-82.1183,1.0
Essex,Baltimore-Towson,US,co,0.1,2019-05-21 15:00:00+00:00,ppm,AirNow,39.310833,-76.47444,1.0
Essex,Baltimore-Towson,US,no2,0.004,2019-05-21 11:00:00+00:00,ppm,AirNow,39.310833,-76.47444,1.0
Essex,Baltimore-Towson,US,o3,0.035,2019-05-21 15:00:00+00:00,ppm,AirNow,39.310833,-76.47444,1.0
Essex,Baltimore-Towson,US,so2,0.0,2019-05-21 15:00:00+00:00,ppm,AirNow,39.310833,-76.47444,1.0
VIENNA,Parkersburg-Marietta-Vienna,US,o3,0.032,2019-05-23 13:00:00+00:00,ppm,AirNow,39.325,-81.5522,1.0
Leavenworth-U.S. Pen,Kansas City,US,o3,0.017,2019-05-23 13:00:00+00:00,ppm,AirNow,39.3275,-94.9513,1.0
Gridley,Chico,US,pm25,2.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.32756,-121.66881,1.0
Rocky Creek,Kansas City,US,o3,0.031,2019-05-23 14:00:00+00:00,ppm,AirNow,39.33188,-94.5806,1.0
Furley,Baltimore-Towson,US,o3,0.035,2019-05-21 15:00:00+00:00,ppm,AirNow,39.3331,-76.55,1.0
Truckee BAM,Truckee-Grass Valley,US,pm25,10.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.3386,-120.1703,1.0
Goodland,SHERMAN,US,pm10,4.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.3428,-101.702995,1.0
Baltimore County Nea,BALTIMORE,US,no2,0.012,2019-05-21 11:00:00+00:00,ppm,AirNow,39.371677,-76.74681,1.0
Hamilton,Cincinnati-Middletown,US,o3,0.04,2019-05-23 13:00:00+00:00,ppm,AirNow,39.38467,-84.540535,1.0
NILWOOD,St. Louis,US,o3,0.03,2019-05-23 13:00:00+00:00,ppm,AirNow,39.3961,-89.8094,1.0
Toll,Reno-Sparks,US,co,0.2,2017-01-18 20:00:00+00:00,ppm,AirNow,39.399837,-119.73961,1.0
Toll,Reno-Sparks,US,o3,0.013,2019-05-23 13:00:00+00:00,ppm,AirNow,39.399837,-119.73961,1.0
Toll,Reno-Sparks,US,pm10,9.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.399837,-119.73961,1.0
Toll,Reno-Sparks,US,pm25,3.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.399837,-119.73961,1.0
Watkins Mill State P,Kansas City,US,o3,0.03,2019-05-23 14:00:00+00:00,ppm,AirNow,39.407417,-94.265144,1.0
Edgewood,Baltimore-Towson,US,o3,0.032,2019-05-21 11:00:00+00:00,ppm,AirNow,39.41,-76.2967,1.0
Edgewood,Baltimore-Towson,US,pm25,4.0,2019-05-21 11:00:00+00:00,µg/m³,AirNow,39.41,-76.2967,1.0
Willits Justice Cent,Ukiah,US,pm25,0.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.411743,-123.35266,1.0
Trafalgar,Indianapolis,US,o3,0.014,2017-11-01 04:00:00+00:00,ppm,AirNow,39.417156,-86.152405,1.0
Millville,Vineland-Millville-Bridgeton,US,no2,0.002,2019-05-23 13:00:00+00:00,ppm,AirNow,39.42227,-75.0252,1.0
Millville,Vineland-Millville-Bridgeton,US,o3,0.036,2019-05-23 13:00:00+00:00,ppm,AirNow,39.42227,-75.0252,1.0
Millville,Vineland-Millville-Bridgeton,US,pm25,4.9,2019-05-23 11:00:00+00:00,µg/m³,AirNow,39.42227,-75.0252,1.0
Frederick Airport,Washington-Arlington-Alexandria,US,o3,0.037,2019-05-21 15:00:00+00:00,ppm,AirNow,39.42276,-77.37519,1.0
Wilmington,Wilmington,US,o3,0.041,2019-05-23 13:00:00+00:00,ppm,AirNow,39.43004,-83.788506,1.0
Marietta,Parkersburg-Marietta-Vienna,US,o3,0.039,2019-05-23 13:00:00+00:00,ppm,AirNow,39.432095,-81.4604,1.0
Fort Bragg High Scho,MENDOCINO,US,pm10,19.0,2019-05-23 13:00:00+00:00,µg/m³,AirNow,39.43734,-123.78766,1.0
MMFRA1001,FRA,US,pm25,8.0,2018-08-23 21:00:00+00:00,µg/m³,AirNow,39.43974,-121.07103,1.0
South Carroll,Baltimore-Towson,US,o3,0.037,2019-05-21 15:00:00+00:00,ppm,AirNow,39.4442,-77.0417,1.0
Bean,MINERAL,US,so2,0.001,2019-05-21 11:00:00+00:00,ppm,AirNow,39.4452,-79.0691,1.0
Padonia,Baltimore-Towson,US,o3,0.035,2019-05-21 15:00:00+00:00,ppm,AirNow,39.462,-76.6316,1.0
Padonia,Baltimore-Towson,US,pm25,5.0,2019-05-21 11:00:00+00:00,µg/m³,AirNow,39.462,-76.6316,1.0
