location,city,country,pollutant,value,timestamp,unit,source_name,latitude,longitude,averaged_over_in_hours
"Wodzisław Śląski, ul. Gałczyńskiego 1",Wodzisław Śląski,PL,o3,44.4233,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.00763,18.455547,
"Wodzisław Śląski, ul. Gałczyńskiego 1",Wodzisław Śląski,PL,pm10,18.1259,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.00763,18.455547,
"Wodzisław Śląski, ul. Gałczyńskiego 1",Wodzisław Śląski,PL,so2,3.35221,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.00763,18.455547,
"Kraków, ul. Bujaka",Kraków,PL,bc,0.2,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.010574,19.949188,
"Kraków, ul. Bujaka",Kraków,PL,no2,28.9526,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.010574,19.949188,
"Kraków, ul. Bujaka",Kraków,PL,o3,29.1653,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.010574,19.949188,
"Kraków, ul. Bujaka",Kraków,PL,pm10,6.19447,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.010574,19.949188,
"Kraków, ul. Bujaka",Kraków,PL,pm25,6.5146,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.010574,19.949188,
"Kraków, ul. Bujaka",Kraków,PL,so2,3.65306,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.010574,19.949188,
Jarosław-PWSTE-WIOS,Jarosław,PL,pm10,9.92801,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.01208,22.674772,
Jarosław-PWSTE-WIOS,Jarosław,PL,pm25,8.25449,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.01208,22.674772,
"Tarnów, ul. Ks. Romana Sitko",Tarnów,PL,bc,0.34053,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.018253,20.992579,
"Tarnów, ul. Ks. Romana Sitko",Tarnów,PL,co,698.17,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.018253,20.992579,
"Tarnów, ul. Ks. Romana Sitko",Tarnów,PL,no2,32.7603,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.018253,20.992579,
"Tarnów, ul. Ks. Romana Sitko",Tarnów,PL,pm10,7.7634,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.018253,20.992579,
"Tarnów, ul. Ks. Romana Sitko",Tarnów,PL,pm25,6.80907,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.018253,20.992579,
"Tarnów, ul. Bitwy pod Studziankami",Tarnów,PL,no2,44.3834,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.02017,21.004168,
"Tarnów, ul. Bitwy pod Studziankami",Tarnów,PL,o3,4.86278,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.02017,21.004168,
"Tarnów, ul. Bitwy pod Studziankami",Tarnów,PL,pm10,8.4411,2019-05-23 13:00:00+00:00,µg/m³,GIOS,50.02017,21.004168,
"Tarnów, ul. Bitwy pod Studziankami",Tarnów,PL,so2,1.74738,2019-05-23 12:00:00+00:00,µg/m³,GIOS,50.02017,21.004168,
Rzeszów-Nowe Miasto,Rzeszów,PL,bc,0.4662,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.024242,22.010574,
Rzeszów-Nowe Miasto,Rzeszów,PL,co,108.51,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.024242,22.010574,
Rzeszów-Nowe Miasto,Rzeszów,PL,no2,12.5539,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.024242,22.010574,
Rzeszów-Nowe Miasto,Rzeszów,PL,o3,45.9236,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.024242,22.010574,
Rzeszów-Nowe Miasto,Rzeszów,PL,pm10,6.40595,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.024242,22.010574,
Rzeszów-Nowe Miasto,Rzeszów,PL,so2,8.51717,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.024242,22.010574,
Kaszów,Kaszów,PL,no2,5.14434,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.02503,19.726833,
Kaszów,Kaszów,PL,o3,46.6253,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.02503,19.726833,
"Żory, Os. Gen. Władysława Sikorskiego 52_(2)",Żory,PL,co,254.48,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.029415,18.689528,
"Żory, Os. Gen. Władysława Sikorskiego 52_(2)",Żory,PL,so2,1.14334,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.029415,18.689528,
Rzeszów-Piłsudskiego,Rzeszów,PL,bc,1.71234,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.040676,22.004656,
Rzeszów-Piłsudskiego,Rzeszów,PL,co,526.64,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.040676,22.004656,
Rzeszów-Piłsudskiego,Rzeszów,PL,no2,49.0253,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.040676,22.004656,
Rzeszów-Piłsudskiego,Rzeszów,PL,pm10,6.33074,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.040676,22.004656,
Rzeszów-Piłsudskiego,Rzeszów,PL,pm25,6.08188,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.040676,22.004656,
Dębica-Grottgera-WIOS,Dębica,PL,pm10,10.1982,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.054787,21.416256,
Dębica-Grottgera-WIOS,Dębica,PL,pm25,9.43319,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.054787,21.416256,
"Kraków, ul. Dietla",Kraków,PL,no2,34.4303,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.057446,19.946009,
"Kraków, ul. Dietla",Kraków,PL,pm10,13.798,2019-05-23 13:00:00+00:00,µg/m³,GIOS,50.057446,19.946009,
"Kraków, Aleja Krasińskiego",Kraków,PL,bc,1.63613,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.05768,19.92619,
"Kraków, Aleja Krasińskiego",Kraków,PL,co,786.89,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.05768,19.92619,
"Kraków, Aleja Krasińskiego",Kraków,PL,no2,50.2771,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.05768,19.92619,
"Kraków, Aleja Krasińskiego",Kraków,PL,pm10,12.619,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.05768,19.92619,
"Kraków, Aleja Krasińskiego",Kraków,PL,pm25,9.19678,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.05768,19.92619,
"Kraków, ul. Bulwarowa",Kraków,PL,bc,0.2,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.06931,20.053492,
"Kraków, ul. Bulwarowa",Kraków,PL,co,416.55,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.06931,20.053492,
"Kraków, ul. Bulwarowa",Kraków,PL,no2,27.9832,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.06931,20.053492,
"Kraków, ul. Bulwarowa",Kraków,PL,pm10,5.87223,2019-05-23 13:00:00+00:00,µg/m³,GIOS,50.06931,20.053492,
"Kraków, ul. Bulwarowa",Kraków,PL,pm25,3.0,2019-05-23 13:00:00+00:00,µg/m³,GIOS,50.06931,20.053492,
"Kraków, ul. Bulwarowa",Kraków,PL,so2,4.55201,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.06931,20.053492,
"Kraków, ul. Złoty Róg",Kraków,PL,pm10,4.61786,2019-05-23 13:00:00+00:00,µg/m³,GIOS,50.081196,19.895357,
"Kraków, os. Piastów",Kraków,PL,pm10,3.0,2019-05-23 13:00:00+00:00,µg/m³,GIOS,50.098507,20.018269,
"Tychy, ul. Tołstoja 1",Tychy,PL,no2,12.6904,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.099903,18.990236,
"Tychy, ul. Tołstoja 1",Tychy,PL,pm10,8.83653,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.099903,18.990236,
"Tychy, ul. Tołstoja 1",Tychy,PL,so2,2.3026,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.099903,18.990236,
"Kraków, os. Wadów",Kraków,PL,pm10,3.0,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.10057,20.12256,
"Rybnik, ul. Borki 37 d",Rybnik,PL,bc,0.52827,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.11118,18.516138,
"Rybnik, ul. Borki 37 d",Rybnik,PL,co,344.0,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.11118,18.516138,
"Rybnik, ul. Borki 37 d",Rybnik,PL,no2,12.8614,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.11118,18.516138,
"Rybnik, ul. Borki 37 d",Rybnik,PL,o3,44.3056,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.11118,18.516138,
"Rybnik, ul. Borki 37 d",Rybnik,PL,pm10,14.9526,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.11118,18.516138,
"Rybnik, ul. Borki 37 d",Rybnik,PL,so2,1.88222,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.11118,18.516138,
"Trzebinia, os. Związku Walki Młodych",Trzebinia,PL,co,492.24,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.159405,19.477465,
"Trzebinia, os. Związku Walki Młodych",Trzebinia,PL,no2,8.17618,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.159405,19.477465,
"Trzebinia, os. Związku Walki Młodych",Trzebinia,PL,o3,43.3889,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.159405,19.477465,
"Trzebinia, os. Związku Walki Młodych",Trzebinia,PL,pm10,8.68611,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.159405,19.477465,
"Trzebinia, os. Związku Walki Młodych",Trzebinia,PL,so2,4.21962,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.159405,19.477465,
"Czerwionka-Leszczyny, ul. Kopalniana",Czerwionka-Leszczyny,PL,bc,0.72935,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.16385,18.659977,
Horyniec-Zdrój-Park,Horyniec-Zdrój,PL,pm10,1.62526,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.1921,23.361425,
Horyniec-Zdrój-Park,Horyniec-Zdrój,PL,pm25,1.04242,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.1921,23.361425,
"Katowice, ul. Plebiscytowa/A4",Katowice,PL,co,149.27,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.246796,19.019468,
"Katowice, ul. Plebiscytowa/A4",Katowice,PL,no2,17.9962,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.246796,19.019468,
"Katowice, ul. Plebiscytowa/A4",Katowice,PL,so2,4.31646,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.246796,19.019468,
"Katowice, ul. Kossutha 6",Katowice,PL,no2,21.7894,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.26461,18.975027,
"Katowice, ul. Kossutha 6",Katowice,PL,o3,32.2584,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.26461,18.975027,
"Katowice, ul. Kossutha 6",Katowice,PL,pm10,22.5755,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.26461,18.975027,
"Katowice, ul. Kossutha 6",Katowice,PL,pm25,18.5481,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.26461,18.975027,
"Katowice, ul. Kossutha 6",Katowice,PL,so2,3.58203,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.26461,18.975027,
"Gliwice, ul. Mewy 34",Gliwice,PL,no2,9.65135,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.27933,18.655764,
"Gliwice, ul. Mewy 34",Gliwice,PL,pm10,4.56555,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.27933,18.655764,
"Gliwice, ul. Mewy 34",Gliwice,PL,so2,1.52211,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.27933,18.655764,
"Sosnowiec, ul. Lubelska 51",Sosnowiec,PL,no2,11.1879,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.285957,19.184399,
"Sosnowiec, ul. Lubelska 51",Sosnowiec,PL,pm10,8.96214,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.285957,19.184399,
"Sosnowiec, ul. Lubelska 51",Sosnowiec,PL,so2,1.8082,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.285957,19.184399,
Mielec-Biernackiego-WIOS,Mielec,PL,bc,0.0,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.29913,21.440943,
Mielec-Biernackiego-WIOS,Mielec,PL,no2,14.7022,2019-05-16 07:00:00+00:00,µg/m³,GIOS,50.29913,21.440943,
Mielec-Biernackiego-WIOS,Mielec,PL,o3,63.1367,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.29913,21.440943,
Mielec-Biernackiego-WIOS,Mielec,PL,pm10,2.4432,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.29913,21.440943,
Mielec-Biernackiego-WIOS,Mielec,PL,pm25,5.55297,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.29913,21.440943,
Mielec-Biernackiego-WIOS,Mielec,PL,so2,16.2053,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.29913,21.440943,
"Zabrze, ul. M. Curie-Skłodowskiej 34",Zabrze,PL,co,162.86,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.3165,18.772375,
"Zabrze, ul. M. Curie-Skłodowskiej 34",Zabrze,PL,no2,9.67334,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.3165,18.772375,
"Zabrze, ul. M. Curie-Skłodowskiej 34",Zabrze,PL,o3,42.3344,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.3165,18.772375,
"Zabrze, ul. M. Curie-Skłodowskiej 34",Zabrze,PL,pm10,8.6643,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.3165,18.772375,
"Zabrze, ul. M. Curie-Skłodowskiej 34",Zabrze,PL,so2,3.98675,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.3165,18.772375,
Prudnik mobilna,Prudnik,PL,bc,0.31122,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.320858,17.59191,
Prudnik mobilna,Prudnik,PL,no2,7.68836,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.320858,17.59191,
Prudnik mobilna,Prudnik,PL,pm10,13.5901,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.320858,17.59191,
"Dąbrowa Górnicza, ul. Tysiąclecia 25a",Dąbrowa Górnicza,PL,bc,0.47356,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.32911,19.231222,
"Dąbrowa Górnicza, ul. Tysiąclecia 25a",Dąbrowa Górnicza,PL,co,275.3,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.32911,19.231222,
"Dąbrowa Górnicza, ul. Tysiąclecia 25a",Dąbrowa Górnicza,PL,no2,8.87931,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.32911,19.231222,
"Dąbrowa Górnicza, ul. Tysiąclecia 25a",Dąbrowa Górnicza,PL,o3,41.1935,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.32911,19.231222,
"Dąbrowa Górnicza, ul. Tysiąclecia 25a",Dąbrowa Górnicza,PL,pm10,5.81344,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.32911,19.231222,
"Dąbrowa Górnicza, ul. Tysiąclecia 25a",Dąbrowa Górnicza,PL,so2,1.0582,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.32911,19.231222,
Lądek-Zdrój,Lądek-Zdrój,PL,co,501.955,2018-12-31 09:00:00+00:00,µg/m³,GIOS,50.341866,16.889898,
Lądek-Zdrój,Lądek-Zdrój,PL,no2,4.87695,2018-12-06 09:00:00+00:00,µg/m³,GIOS,50.341866,16.889898,
Lądek-Zdrój,Lądek-Zdrój,PL,o3,56.0676,2018-12-31 09:00:00+00:00,µg/m³,GIOS,50.341866,16.889898,
Lądek-Zdrój,Lądek-Zdrój,PL,pm10,18.3788,2018-12-31 08:00:00+00:00,µg/m³,GIOS,50.341866,16.889898,
Lądek-Zdrój,Lądek-Zdrój,PL,so2,2.54161,2018-12-31 09:00:00+00:00,µg/m³,GIOS,50.341866,16.889898,
K-Koźle automat 1,Kędzierzyn-Koźle,PL,bc,0.19311,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.34961,18.236574,
K-Koźle automat 1,Kędzierzyn-Koźle,PL,co,361.81,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.34961,18.236574,
K-Koźle automat 1,Kędzierzyn-Koźle,PL,no2,10.8846,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.34961,18.236574,
K-Koźle automat 1,Kędzierzyn-Koźle,PL,o3,45.91,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.34961,18.236574,
K-Koźle automat 1,Kędzierzyn-Koźle,PL,pm10,16.1322,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.34961,18.236574,
K-Koźle automat 1,Kędzierzyn-Koźle,PL,pm25,13.9383,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.34961,18.236574,
K-Koźle automat 1,Kędzierzyn-Koźle,PL,so2,2.64138,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.34961,18.236574,
Duszniki-Zdrój,Duszniki-Zdrój,PL,no2,6.28836,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.402645,16.393318,
Duszniki-Zdrój,Duszniki-Zdrój,PL,pm10,11.3692,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.402645,16.393318,
Duszniki-Zdrój,Duszniki-Zdrój,PL,pm25,8.24417,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.402645,16.393318,
Duszniki-Zdrój,Duszniki-Zdrój,PL,so2,2.43949,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.402645,16.393318,
Zdzieszowice automat 2,Zdzieszowice,PL,bc,0.18165,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.423534,18.120739,
Zdzieszowice automat 2,Zdzieszowice,PL,no2,10.0279,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.423534,18.120739,
Zdzieszowice automat 2,Zdzieszowice,PL,pm10,20.3179,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.423534,18.120739,
Zdzieszowice automat 2,Zdzieszowice,PL,so2,3.36786,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.423534,18.120739,
"Połaniec, ul. Ruszczańska",Połaniec,PL,co,618.72,2019-05-06 14:00:00+00:00,µg/m³,GIOS,50.429012,21.277367,
"Połaniec, ul. Ruszczańska",Połaniec,PL,no2,9.93,2019-05-06 14:00:00+00:00,µg/m³,GIOS,50.429012,21.277367,
"Połaniec, ul. Ruszczańska",Połaniec,PL,o3,62.1,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.429012,21.277367,
"Połaniec, ul. Ruszczańska",Połaniec,PL,pm10,8.78,2019-05-06 14:00:00+00:00,µg/m³,GIOS,50.429012,21.277367,
"Połaniec, ul. Ruszczańska",Połaniec,PL,pm25,11.5,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.429012,21.277367,
"Połaniec, ul. Ruszczańska",Połaniec,PL,so2,3.21,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.429012,21.277367,
Kłodzko - Szkolna,Kłodzko,PL,no2,11.4492,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.433495,16.65366,
Kłodzko - Szkolna,Kłodzko,PL,o3,64.4044,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.433495,16.65366,
Kłodzko - Szkolna,Kłodzko,PL,pm10,14.605,2019-05-23 13:00:00+00:00,µg/m³,GIOS,50.433495,16.65366,
Kłodzko - Szkolna,Kłodzko,PL,so2,1.85758,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.433495,16.65366,
Nisko-Szklarniowa-WIOS,Nisko,PL,co,140.26,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.529892,22.112467,
Nisko-Szklarniowa-WIOS,Nisko,PL,no2,3.66201,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.529892,22.112467,
Nisko-Szklarniowa-WIOS,Nisko,PL,o3,70.0472,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.529892,22.112467,
Nisko-Szklarniowa-WIOS,Nisko,PL,pm10,13.7394,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.529892,22.112467,
Nisko-Szklarniowa-WIOS,Nisko,PL,so2,0.92661,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.529892,22.112467,
Florianka RPN,Florianka,PL,no2,3.02254,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.551895,22.98286,
Florianka RPN,Florianka,PL,o3,80.2788,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.551895,22.98286,
Florianka RPN,Florianka,PL,so2,5.8586,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.551895,22.98286,
Nowa Ruda - Srebrna,Nowa Ruda,PL,pm10,123.549,2018-12-13 09:00:00+00:00,µg/m³,GIOS,50.579914,16.514421,
Nowa Ruda - Jeziorna,Nowa Ruda,PL,pm10,13.8192,2019-05-23 13:00:00+00:00,µg/m³,GIOS,50.581493,16.498245,
Ząbkowice Śląskie,Ząbkowice Śląskie,PL,no2,10.508,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.592323,16.819786,
Ząbkowice Śląskie,Ząbkowice Śląskie,PL,pm10,8.38517,2019-05-23 13:00:00+00:00,µg/m³,GIOS,50.592323,16.819786,
Ząbkowice Śląskie,Ząbkowice Śląskie,PL,so2,2.88093,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.592323,16.819786,
Opole automat 5,Opole,PL,pm10,22.8075,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.666737,17.899137,
"Lubliniec, ul. ks. Szymały",Lubliniec,PL,pm10,15.7321,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.675694,18.682064,
Opole manualna 4,Opole,PL,bc,0.29366,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.676857,17.950277,
Opole manualna 4,Opole,PL,no2,8.61297,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.676857,17.950277,
Opole manualna 4,Opole,PL,o3,42.4154,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.676857,17.950277,
Opole manualna 4,Opole,PL,so2,2.62536,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.676857,17.950277,
"Złoty Potok, Leśniczówka",Złoty Potok,PL,bc,0.30613,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.710888,19.458797,
"Złoty Potok, Leśniczówka",Złoty Potok,PL,no2,5.96332,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.710888,19.458797,
"Złoty Potok, Leśniczówka",Złoty Potok,PL,o3,46.3593,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.710888,19.458797,
"Złoty Potok, Leśniczówka",Złoty Potok,PL,pm10,13.4546,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.710888,19.458797,
"Złoty Potok, Leśniczówka",Złoty Potok,PL,pm25,11.2789,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.710888,19.458797,
"Złoty Potok, Leśniczówka",Złoty Potok,PL,so2,0.45348,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.710888,19.458797,
Zamość ul. Hrubieszowska 69A,Zamość,PL,bc,1.04,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.71663,23.290247,
Zamość ul. Hrubieszowska 69A,Zamość,PL,no2,7.6,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.71663,23.290247,
Zamość ul. Hrubieszowska 69A,Zamość,PL,pm10,16.9,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.71663,23.290247,
Zamość ul. Hrubieszowska 69A,Zamość,PL,so2,1.1,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.71663,23.290247,
Dzierżoniów - Piłsudskiego,Dzierżoniów,PL,no2,9.99757,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.73282,16.64805,
Dzierżoniów - Piłsudskiego,Dzierżoniów,PL,pm10,9.142,2019-05-23 13:00:00+00:00,µg/m³,GIOS,50.73282,16.64805,
Dzierżoniów - Piłsudskiego,Dzierżoniów,PL,so2,2.15403,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.73282,16.64805,
Śnieżka,Karpacz,PL,o3,94.9163,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.73639,15.739722,
Wałbrzych - Wysockiego,Wałbrzych,PL,bc,0.36403,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.76873,16.269676,
Wałbrzych - Wysockiego,Wałbrzych,PL,co,206.403,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.76873,16.269676,
Wałbrzych - Wysockiego,Wałbrzych,PL,no2,6.53054,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.76873,16.269676,
Wałbrzych - Wysockiego,Wałbrzych,PL,o3,75.3135,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.76873,16.269676,
Wałbrzych - Wysockiego,Wałbrzych,PL,pm10,8.55085,2019-05-23 13:00:00+00:00,µg/m³,GIOS,50.76873,16.269676,
Wałbrzych - Wysockiego,Wałbrzych,PL,so2,2.99619,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.76873,16.269676,
"Małogoszcz, ul. Słoneczna",Małogoszcz,PL,no2,12.95101,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.809563,20.2661,
"Małogoszcz, ul. Słoneczna",Małogoszcz,PL,pm10,28.97,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.809563,20.2661,
"Małogoszcz, ul. Słoneczna",Małogoszcz,PL,so2,3.56842,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.809563,20.2661,
"Częstochowa, ul. AK/Jana Pawła II",Częstochowa,PL,co,587.15,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.817677,19.117426,
"Częstochowa, ul. AK/Jana Pawła II",Częstochowa,PL,no2,44.9906,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.817677,19.117426,
"Częstochowa, ul. AK/Jana Pawła II",Częstochowa,PL,pm10,21.8195,2019-05-23 14:00:00+00:00,µg/m³,GIOS,50.817677,19.117426,
"Częstochowa, ul. AK/Jana Pawła II",Częstochowa,PL,so2,0.13866,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.817677,19.117426,
"Nowiny, ul. Parkowa",Nowiny,PL,no2,12.0,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.82311,20.533506,
"Nowiny, ul. Parkowa",Nowiny,PL,o3,42.91,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.82311,20.533506,
"Nowiny, ul. Parkowa",Nowiny,PL,pm10,14.43,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.82311,20.533506,
"Nowiny, ul. Parkowa",Nowiny,PL,so2,8.49,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.82311,20.533506,
"Częstochowa, ul. Baczyńskiego 2",Częstochowa,PL,co,269.79,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.836388,19.130112,
"Częstochowa, ul. Baczyńskiego 2",Częstochowa,PL,no2,9.8877,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.836388,19.130112,
"Częstochowa, ul. Baczyńskiego 2",Częstochowa,PL,o3,37.5389,2019-05-23 15:00:00+00:00,µg/m³,GIOS,50.836388,19.130112,
